dg_v,dg_mu,dg_chi,is_success,termination,cumulative_reward,episode_length
200.0,-15.015848456095346,26.44573996933208,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-1.8886342880392242,32
200.0,2.360124372389315,-43.69509576536539,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-3.3306240833369083,39
200.0,-3.6672936148768613,43.0317503893659,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-3.072030546686161,39
200.0,-6.105794355859896,47.25988842838535,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-3.5559105032208165,42
200.0,16.07592543813596,-44.88351038541575,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-3.990268047074659,44
200.0,-2.490266633798825,52.20082210197752,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-4.202984977544859,45
200.0,9.700123248148444,-51.7208116521573,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-4.519033875376422,46
200.0,11.60489740811282,53.03052206814992,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-4.87285614062574,49
200.0,10.980277381678299,1.3297098256313618,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-0.6036986219416267,17
200.0,4.751080728104,34.95439673958738,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-2.380969540372958,34
200.0,20.944324405871733,-18.026059600251187,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-1.9746958949034767,32
200.0,-10.862267153146448,-5.98851909475713,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-1.1798125815952478,37
200.0,-24.349359126741028,57.074682196410706,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-5.056579174760886,49
200.0,25.954304520519514,-55.256981453909574,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-6.381436948989538,61
200.0,-24.19288117872093,-59.89295741023135,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-5.445997609890862,50
200.0,11.431258243539197,50.68770228158594,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-4.5233106864154005,47
200.0,22.521267409217444,-30.473766646533118,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-3.0906075799373487,41
200.0,6.149994509798567,-19.339690411484604,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-1.1342094622579761,25
200.0,-0.20417711650599202,-7.421845965363765,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-0.3170889525538063,16
200.0,-16.25016799804403,52.8420007781984,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-4.367987479360315,46
200.0,-9.696558540832598,12.225936632429722,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-0.8530913007770081,24
200.0,-26.134074196892875,-37.95826152850297,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-3.4345887241982,42
200.0,-10.282743884096249,-10.980612892197264,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-0.9316576044065623,27
200.0,17.16385831661723,-44.62636407893449,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-4.049348800065432,45
200.0,24.49955804731976,37.26676279496239,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-3.816344121032721,46
200.0,13.949080444682288,43.33059364936828,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-3.6916454805876815,43
200.0,15.878027272785957,19.1158692768378,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-1.5656109550871746,30
200.0,-21.89954415389993,-51.17027305627586,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-4.376511698629375,46
200.0,20.91661168985867,23.920600340721876,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-2.2771810522775424,35
200.0,-4.242645324635088,11.301760940436594,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-0.5275851624484793,19
200.0,-23.264244332069488,-46.96460642901306,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-4.019933606769287,44
200.0,26.06514100748951,-33.98079264457776,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-3.788166713485314,47
200.0,10.211209206086082,-12.127828523096305,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-0.9636149785010482,23
200.0,-7.752118546045125,51.21179866183222,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-4.031890108460882,45
200.0,18.776673278819977,-40.46938732446922,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-3.6781882587944073,43
200.0,-16.16745915306053,-33.090409898799614,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-2.582612451707176,37
200.0,-22.243672258208022,24.96164715938113,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-2.1197524845872264,33
200.0,-6.2740826080813825,-11.226329578614333,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-0.6277141287243294,22
200.0,19.3656967962498,-6.790296140720265,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-1.2696374464359355,25
200.0,-27.460276714664417,-54.27439373359084,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-5.1062215011932075,48
200.0,-18.09947269564088,-1.889708814926422,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-1.6968144674606476,45
200.0,25.672150442896083,-52.982102848558846,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-6.05669615035232,59
200.0,-13.043556754712014,24.722358034079974,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-1.6988830739059975,31
200.0,19.968543807006853,2.6158007259100415,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-1.2437261515576348,25
