dg_v,dg_mu,dg_chi,is_success,termination,cumulative_reward,episode_length
200.0,6.35082177425808,25.176142849011015,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-1.6237081426566868,28
200.0,-18.042277237495025,-49.37299520864653,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-4.200520992861418,46
200.0,18.94902668016345,-18.671189064857202,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-2.3707617571372452,47
200.0,13.044880757292965,-26.301200635679592,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-2.339379809154606,47
200.0,-4.155351270588866,-48.71114094461706,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-4.287722325456709,56
200.0,-2.331197411823471,-45.393636890826976,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-3.927912416892458,56
200.0,25.55216068900222,-27.135601452206146,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-3.8649701511665584,59
200.0,-11.367392501213285,26.182230944649234,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-2.048472469820049,34
200.0,7.842864952434262,57.69728426693433,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-5.850369812523293,67
200.0,-2.4397773153631945,58.52107426562419,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-5.549718781074291,52
200.0,4.295835422023856,-42.450548793168295,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-3.537429709764668,54
200.0,28.186279157571583,7.671209444154243,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-3.719243733867405,59
200.0,-5.449895473547706,-51.40325433544021,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-4.557794222055323,55
200.0,7.2905423028407625,-57.401399618074734,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-5.505725615989325,57
200.0,4.612287810156545,-2.9566836324076746,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-0.48102659605156883,17
200.0,-9.278609755449615,-5.158838926935445,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-0.8296288780600772,29
200.0,-20.341614529853583,6.9293456838830565,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-6.36852965299977,135
200.0,2.3219901647755776,-22.60014986114154,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-1.8946525793491367,46
200.0,-23.255814999159462,54.99197344390109,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-5.035256505702706,50
200.0,-11.184232726606915,28.345029922199046,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-2.264208300440977,36
200.0,20.21767939422267,-53.82734790296888,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-5.857641229913638,69
200.0,29.177301838004816,23.2881458829104,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-4.480363467324514,61
200.0,-18.168435843303264,20.647110783214444,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-1.7167535828567677,30
200.0,21.242971891616534,-54.68349410540582,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-6.088247780001259,70
200.0,16.887961666321843,41.25480543167711,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-4.096891550132058,61
200.0,-17.103482186293895,-13.701115489296186,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-2.336761013402454,57
200.0,25.684530691179447,-7.617482915260695,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-3.0941224371176923,54
200.0,-18.912290310789082,23.474869787831295,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-1.9203319606252844,31
200.0,8.410608515385718,-27.541337225460325,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-2.250143553799067,46
200.0,-17.43087155961029,42.463175821503995,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-3.601380166648069,44
200.0,6.680586509938834,28.366304461594382,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-1.879654348270419,30
200.0,6.794713549674448,25.633567848870698,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-1.6727254143558499,29
200.0,6.447871581160037,-53.98304459123005,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-5.032485439911115,57
200.0,23.316116710583266,53.79850582439303,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-6.827980415022326,75
200.0,-4.022275817031826,-6.972229506573953,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-0.6408945460115516,22
200.0,-16.69949834539289,-37.827392129368654,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-3.0076239082204137,39
200.0,-10.226171441695879,-34.02171818557383,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-2.580128282064678,36
200.0,14.282315111947263,20.71200918821856,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-1.8108010542733914,32
200.0,-25.59947594690174,-53.68973146530082,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-4.9870989489870325,50
200.0,26.497281755153587,-57.800901674986825,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-7.289646968482815,79
200.0,11.497185358995992,55.036059727730446,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-5.706644523594322,67
200.0,-14.757545172441644,12.497502547671616,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-2.7083654903772985,63
200.0,-6.614490999005184,-32.191184653942315,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-2.477829972135987,36
200.0,-4.7460666156240485,-47.61802697626693,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-4.178131813983253,57
200.0,25.07182733203949,-54.24518135629453,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-6.531687799635988,74
200.0,8.25745127478394,-44.84749301617592,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-3.8723933386422313,54
200.0,9.797716019592016,-40.36942052133156,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-3.3722580515183176,52
200.0,18.798320147380977,-59.40340650486985,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-6.552076370414688,71
200.0,15.692586496629353,-4.836317584805371,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-1.4093240146095432,34
200.0,-9.573748343759693,-7.0326601176655785,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-3.6198057654717237,97
200.0,29.865820855378594,39.881534940084464,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-5.942114519069861,71
200.0,26.68141671916539,-20.280202703511925,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-3.7400781000493035,59
200.0,-24.65478860334225,-3.8463710652667586,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-1.3946626647579452,27
200.0,2.3635819391443675,-4.576558231730992,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-0.43617684896088876,16
200.0,24.890665601850664,-13.248341431145512,True,reach_target_termination_single_step_based_on_angle_of_velocity_vector,-3.0956616185157255,54
